customer_id,full_name,age,gender,marital_status,city,state,education,employment_type,years_of_experience,monthly_income,loan_id,loan_type,loan_amount,loan_tenure_months,interest_rate,emi_amount,loan_purpose,loan_application_date,loan_approval_status,credit_score,existing_loans,total_existing_debt,debt_to_income_ratio,collateral_value,co_applicant,repayment_status,missed_payments,default_status,days_past_due,recovery_amount
CUST11828,Deepika Jain,36,Female,Married,Surat,Gujarat,12th Pass,Salaried,15,130929,LOAN21828,Business Loan,2456000,24,14.53,118535,Startup Funding,2024-04-06,Approved,711,1,40976,1.22,,Yes,On Time,0,0,0,
CUST11829,Rekha Agarwal,23,Male,Divorced,Hyderabad,Telangana,Post Graduate,Salaried,2,109843,LOAN21829,Personal Loan,326000,36,8.78,10333,Medical Emergency,2021-09-10,Approved,681,1,46818,0.52,456774,No,On Time,0,0,0,
CUST11830,Girish Desai,39,Male,Single,Kolkata,West Bengal,12th Pass,Self-Employed,15,52357,LOAN21830,Business Loan,3389000,60,7.71,68247,Equipment Purchase,2024-09-26,Approved,767,4,191784,4.97,2833288,No,On Time,0,0,0,
CUST11831,Sneha Pawar,37,Female,Single,Ahmedabad,Gujarat,12th Pass,Self-Employed,16,212890,LOAN21831,Home Loan,2484000,120,8.68,31037,Home Construction,2023-03-25,Approved,691,1,71952,0.48,3519278,No,On Time,0,0,0,
CUST11832,Arjun Bhatia,39,Male,Married,Jaipur,Rajasthan,Post Graduate,Business Owner,18,209176,LOAN21832,Car Loan,618000,48,11.76,16201,New Car Purchase,2021-08-29,Approved,784,1,76441,0.44,902460,No,Late,2,0,44,
CUST11833,Rakesh Arora,23,Female,Married,Hyderabad,Telangana,Graduate,Self-Employed,4,146248,LOAN21833,Education Loan,974000,60,16.77,24086,Postgraduate Studies,2024-01-21,Approved,692,0,0,0.16,1429540,No,Late,9,1,651,401675
CUST11834,Rashmi Agarwal,33,Male,Married,Ahmedabad,Gujarat,Graduate,Business Owner,12,64827,LOAN21834,Business Loan,4182000,48,12.65,111467,Working Capital,2023-03-12,Approved,836,1,63250,2.7,3997886,No,On Time,0,0,0,
CUST11835,Sanjay Singh,35,Female,Married,Lucknow,Uttar Pradesh,Graduate,Salaried,11,100261,LOAN21835,Personal Loan,107000,48,15.85,3024,Travel,2020-09-09,Approved,762,2,54082,0.57,117016,No,On Time,0,0,0,
CUST11836,Deepika Yadav,31,Female,Widowed,Bangalore,Karnataka,Post Graduate,Self-Employed,8,81771,LOAN21836,Car Loan,643000,48,9.62,16191,New Car Purchase,2020-04-16,Approved,735,0,0,0.2,779682,Yes,On Time,0,0,0,
CUST11837,Pallavi Verma,33,Male,Married,Chennai,Tamil Nadu,Post Graduate,Self-Employed,13,97871,LOAN21837,Personal Loan,321000,24,14.98,15561,Medical Emergency,2022-03-27,Approved,737,1,55061,0.72,299656,No,Late,7,1,182,
CUST11838,Pratik Patil,54,Male,Single,Ahmedabad,Gujarat,Graduate,Salaried,35,98122,LOAN21838,Business Loan,907000,24,16.14,44470,Equipment Purchase,2021-06-03,Approved,691,0,0,0.45,1078405,No,On Time,0,0,0,
CUST11839,Anand Jain,44,Female,Married,Lucknow,Uttar Pradesh,Post Graduate,Salaried,24,232493,LOAN21839,Home Loan,1582000,240,9.33,14571,Home Construction,2021-09-28,Approved,562,3,86295,0.43,1272755,No,On Time,0,0,0,
CUST11840,Anil Iyer,26,Female,Single,Hyderabad,Telangana,Graduate,Self-Employed,2,49644,LOAN21840,Personal Loan,552000,60,16.96,13706,Debt Consolidation,2023-02-01,Approved,721,1,79472,1.88,614177,No,On Time,0,0,0,
CUST11841,Anil Yadav,51,Female,Divorced,Pune,Maharashtra,Post Graduate,Self-Employed,28,141413,LOAN21841,Home Loan,2130000,300,7.88,16270,Home Purchase,2023-06-26,Approved,712,2,105466,0.86,3142006,No,On Time,0,0,0,
CUST11842,Yogesh Malhotra,34,Male,Married,Jaipur,Rajasthan,Graduate,Salaried,14,75256,LOAN21842,Business Loan,4560000,36,17.62,163986,Startup Funding,2021-02-19,Approved,650,2,39998,2.71,4150757,Yes,On Time,0,0,0,
CUST11843,Anand Malhotra,30,Male,Single,Lucknow,Uttar Pradesh,Graduate,Salaried,10,167611,LOAN21843,Education Loan,922000,84,10.8,15690,Postgraduate Studies,2020-01-18,Approved,672,0,0,0.09,855547,Yes,On Time,0,0,0,
CUST11844,Nisha Patel,44,Female,Married,Nagpur,Maharashtra,Graduate,Self-Employed,24,96098,LOAN21844,Business Loan,4590000,48,11.22,119121,Business Expansion,2020-11-03,Approved,719,0,0,1.24,4183544,Yes,On Time,0,0,0,
CUST11845,Rajesh Pawar,39,Male,Widowed,Hyderabad,Telangana,Graduate,Business Owner,17,185613,LOAN21845,Personal Loan,120000,48,10.53,3074,Debt Consolidation,2023-06-22,Approved,777,3,84060,0.47,154478,,On Time,0,0,0,
CUST11846,Suresh Nair,35,Female,Married,Lucknow,Uttar Pradesh,Graduate,Salaried,16,166030,LOAN21846,Car Loan,337000,36,11.41,11098,Used Car Purchase,2023-10-26,Approved,734,4,274520,1.72,309894,,On Time,0,0,0,
CUST11847,Lata Pillai,38,Male,Married,Bangalore,Karnataka,12th Pass,Business Owner,19,171611,LOAN21847,Home Loan,6053000,180,9.72,64012,Home Renovation,2022-02-01,Approved,662,3,229629,1.71,5443045,No,On Time,0,0,0,
CUST11848,Aarav Choudhary,36,Male,Married,Mumbai,Maharashtra,Graduate,Self-Employed,12,157999,LOAN21848,Car Loan,844000,60,12.4,18945,New Car Purchase,2021-04-14,Approved,690,0,0,0.12,719791,No,Late,10,1,97,
CUST11849,Aditya Joshi,24,Female,Married,Jaipur,Rajasthan,Graduate,Salaried,3,198812,LOAN21849,Car Loan,1340000,84,18.29,28392,Used Car Purchase,2023-10-02,Approved,667,2,54664,0.42,,,On Time,0,0,0,
CUST11850,Priya Shah,37,Female,Single,Kolkata,West Bengal,Below 10th,Salaried,18,169259,LOAN21850,Personal Loan,419000,24,10.12,19357,Wedding Expenses,2023-03-03,Approved,571,2,137954,0.93,579032,Yes,On Time,0,0,0,
CUST11851,Vinod Yadav,43,Female,Single,Jaipur,Rajasthan,Post Graduate,Salaried,19,185462,LOAN21851,Car Loan,1020000,84,18.11,21504,Used Car Purchase,2021-10-22,Approved,563,0,0,0.12,,No,Defaulted,12,1,258,563059
CUST11852,Suresh Pillai,48,Male,Married,Ahmedabad,Gujarat,Graduate,Self-Employed,26,80867,LOAN21852,Home Loan,7338000,120,18.44,134305,Home Construction,2021-01-10,Approved,541,0,0,1.66,8273013,Yes,Defaulted,4,1,619,1606048
CUST11853,Akash Mishra,40,Male,Married,Bangalore,Karnataka,Graduate,Business Owner,21,499954,LOAN21853,Business Loan,4441000,60,10.09,94554,Startup Funding,2023-12-21,Approved,622,2,140870,0.47,6294264,No,On Time,0,0,0,
CUST11854,Pratik Pawar,21,Male,Married,Jaipur,Rajasthan,Graduate,Salaried,0,241024,LOAN21854,Education Loan,1188000,84,9.31,19301,Postgraduate Studies,2022-01-11,Approved,696,2,144924,0.68,,Yes,Defaulted,11,1,134,483149
CUST11855,Pooja Gupta,21,Male,Married,Delhi,Delhi,Graduate,Self-Employed,0,118509,LOAN21855,Personal Loan,609000,12,14.55,54838,Wedding Expenses,2021-08-23,Approved,660,1,71721,1.07,665718,,On Time,0,0,0,
CUST11856,Neha Singh,34,Male,Single,Chennai,Tamil Nadu,Graduate,Salaried,15,123265,LOAN21856,Business Loan,3472000,60,10.01,73786,Startup Funding,2020-09-18,Approved,672,2,95492,1.37,3763169,Yes,Defaulted,7,1,698,404579
CUST11857,Rohit Mittal,30,Female,Married,Delhi,Delhi,Graduate,Self-Employed,6,207943,LOAN21857,Personal Loan,674000,12,15.4,60961,Travel,2024-08-27,Approved,662,0,0,0.29,859443,No,Defaulted,10,1,278,200852
CUST11858,Lata Singh,34,Female,Married,Bangalore,Karnataka,12th Pass,Salaried,13,156363,LOAN21858,Home Loan,4253000,300,13.79,50513,Home Purchase,2024-12-04,Approved,624,0,0,0.32,4955563,,On Time,0,0,0,
CUST11859,Ankita Arora,23,Male,Divorced,Surat,Gujarat,Below 10th,Self-Employed,1,40622,LOAN21859,Home Loan,5261000,240,9.3,48354,Home Renovation,2023-01-08,Approved,686,0,0,1.19,7754603,No,On Time,0,0,0,
CUST11860,Nisha Malhotra,42,Male,Single,Ahmedabad,Gujarat,Graduate,Self-Employed,18,253097,LOAN21860,Business Loan,3460000,36,16.99,123341,Business Expansion,2024-06-05,Approved,565,0,0,0.49,4630876,No,Late,8,1,100,
CUST11861,Ganesh Shah,34,Female,Married,Jaipur,Rajasthan,12th Pass,Business Owner,14,323022,LOAN21861,Home Loan,1633000,120,15.23,26576,Home Renovation,2020-04-23,Approved,657,0,0,0.08,1824547,,Defaulted,11,1,590,765506
CUST11862,Nilesh Nair,52,Female,Married,Bangalore,Karnataka,Post Graduate,Business Owner,33,164703,LOAN21862,Education Loan,210000,120,17.63,3734,Undergraduate Studies,2023-08-06,Approved,789,3,127746,0.8,259028,No,On Time,0,0,0,
CUST11863,Sanjay Iyer,36,Male,Married,Bangalore,Karnataka,Post Graduate,Salaried,16,39677,LOAN21863,Home Loan,3384000,180,10.86,38165,Home Purchase,2023-11-01,Rejected,558,2,124920,4.11,3363775,Yes,,,,,
CUST11864,Kavita Jain,21,Male,Single,Nagpur,Maharashtra,Post Graduate,Salaried,2,237526,LOAN21864,Education Loan,827000,60,13.15,18880,Abroad Studies,2023-11-22,Approved,764,0,0,0.08,776296,Yes,Late,1,0,60,
CUST11865,Vijay Chavan,28,Male,Single,Bangalore,Karnataka,Post Graduate,Salaried,6,90212,LOAN21865,Personal Loan,310000,24,8.06,14028,Wedding Expenses,2022-05-16,Approved,812,0,0,0.16,,No,On Time,0,0,0,
CUST11866,Aishwarya Garg,38,Male,Married,Kolkata,West Bengal,Graduate,Salaried,16,206959,LOAN21866,Home Loan,3101000,300,9.23,26513,Home Purchase,2021-04-16,Approved,665,3,166383,0.93,,No,On Time,0,0,0,
CUST11867,Nilesh Joshi,44,Male,Single,Mumbai,Maharashtra,12th Pass,Self-Employed,23,222095,LOAN21867,Home Loan,7445000,120,11.52,104758,Home Construction,2021-10-26,Approved,701,0,0,0.47,,No,On Time,0,0,0,
CUST11868,Manish Shah,43,Male,Single,Nagpur,Maharashtra,Graduate,Business Owner,24,456568,LOAN21868,Business Loan,3009000,48,11.83,78987,Business Expansion,2020-06-10,Approved,728,0,0,0.17,3191294,,On Time,0,0,0,
CUST11869,Vikas Arora,38,Male,Widowed,Pune,Maharashtra,Graduate,Salaried,18,49700,LOAN21869,Car Loan,491000,48,16.55,14053,Used Car Purchase,2020-02-13,Approved,749,1,55782,1.41,469518,Yes,On Time,0,0,0,
CUST11870,Akash Srivastava,40,Male,Married,Surat,Gujarat,Below 10th,Salaried,19,114734,LOAN21870,Business Loan,1423000,48,15.11,39682,Equipment Purchase,2022-01-03,Approved,748,1,75034,1.0,2029049,Yes,On Time,0,0,0,
CUST11871,Deepika Mehta,40,Female,Single,Bangalore,Karnataka,12th Pass,Salaried,19,202507,LOAN21871,Home Loan,3563000,120,16.74,61338,Home Construction,2020-09-03,Approved,679,0,0,0.3,4975558,No,On Time,0,0,0,
CUST11872,Pallavi Choudhary,32,Male,Married,Delhi,Delhi,Post Graduate,Salaried,10,108863,LOAN21872,Business Loan,1602000,24,17.11,79291,Business Expansion,2022-07-27,Approved,621,3,201369,2.58,1632217,No,On Time,0,0,0,
CUST11873,Vinod Menon,37,Female,Married,Lucknow,Uttar Pradesh,Graduate,Salaried,18,167602,LOAN21873,Car Loan,1180000,84,12.4,21083,New Car Purchase,2021-09-18,Approved,640,2,69766,0.54,1516195,Yes,On Time,0,0,0,
CUST11874,Sneha Patel,23,Male,Single,Pune,Maharashtra,Graduate,Self-Employed,0,256813,LOAN21874,Personal Loan,132000,36,15.92,4635,Debt Consolidation,2024-02-09,Approved,714,3,67767,0.28,173299,No,On Time,0,0,0,
CUST11875,Amol Chopra,32,Female,Married,Jaipur,Rajasthan,Graduate,Salaried,9,206541,LOAN21875,Home Loan,1820000,240,16.29,25717,Home Construction,2023-09-06,Approved,647,0,0,0.12,1765674,No,On Time,0,0,0,
CUST11876,Rekha Menon,35,Female,Married,Pune,Maharashtra,Post Graduate,Salaried,15,204927,LOAN21876,Home Loan,7246000,240,17.76,110491,Home Renovation,2020-04-03,Approved,469,0,0,0.54,9148704,No,Defaulted,5,1,479,2623071
CUST11877,Aarav Malhotra,44,Female,Married,Nagpur,Maharashtra,Graduate,Self-Employed,25,84998,LOAN21877,Home Loan,5595000,180,16.57,84408,Home Renovation,2023-07-31,Approved,691,2,49428,1.57,8171764,Yes,Late,9,1,379,
CUST11878,Vishal Chavan,25,Female,Married,Surat,Gujarat,Graduate,Business Owner,6,455444,LOAN21878,Car Loan,360000,84,9.94,5965,Used Car Purchase,2023-05-21,Approved,568,3,204369,0.46,419148,No,Late,7,1,444,145361
CUST11879,Girish Naidu,41,Male,Married,Ahmedabad,Gujarat,Graduate,Salaried,17,37158,LOAN21879,Car Loan,845000,72,12.79,16869,New Car Purchase,2022-06-09,Approved,586,0,0,0.45,1103783,No,On Time,0,0,0,
CUST11880,Madhuri Joshi,21,Female,Married,Pune,Maharashtra,Post Graduate,Self-Employed,0,176099,LOAN21880,Personal Loan,369000,36,12.24,12298,Travel,2023-10-01,Approved,738,2,115798,0.73,348727,No,Late,10,1,304,63938
CUST11881,Rekha Patel,29,Female,Married,Nagpur,Maharashtra,12th Pass,Business Owner,7,296529,LOAN21881,Personal Loan,604000,36,12.21,20122,Wedding Expenses,2021-05-06,Approved,643,0,0,0.07,687036,Yes,On Time,0,0,0,
CUST11882,Priya Malhotra,40,Female,Married,Pune,Maharashtra,Graduate,Salaried,20,214028,LOAN21882,Home Loan,2849000,300,8.69,23306,Home Construction,2023-01-26,Approved,520,0,0,0.11,2304358,,On Time,0,0,0,
CUST11883,Varsha More,24,Female,Married,Hyderabad,Telangana,Post Graduate,Salaried,2,194059,LOAN21883,Personal Loan,74000,12,18.46,6800,Travel,2023-04-23,Approved,726,1,14109,0.11,97758,,On Time,0,0,0,
CUST11884,Pooja Kapoor,44,Male,Married,Chennai,Tamil Nadu,Graduate,Self-Employed,25,32058,LOAN21884,Business Loan,4344000,36,13.22,146827,Startup Funding,2020-10-03,Approved,652,2,101226,7.74,4666365,,Defaulted,6,1,150,
CUST11885,Sneha Kumar,38,Male,Married,Bangalore,Karnataka,Graduate,Salaried,15,189383,LOAN21885,Home Loan,4124000,180,14.27,55671,Home Renovation,2021-04-07,Approved,598,1,12327,0.36,6109956,Yes,Late,2,0,21,
CUST11886,Manish Naidu,38,Female,Married,Chennai,Tamil Nadu,Post Graduate,Salaried,15,189879,LOAN21886,Education Loan,1173000,120,12.96,17486,Undergraduate Studies,2022-01-05,Approved,733,0,0,0.09,1594005,No,On Time,0,0,0,
CUST11887,Ravi Gupta,47,Male,Married,Mumbai,Maharashtra,Graduate,Salaried,24,200174,LOAN21887,Home Loan,2568000,180,7.91,24407,Home Purchase,2021-08-10,Approved,697,0,0,0.12,3391019,No,On Time,0,0,0,
CUST11888,Amit Iyer,21,Male,Single,Kolkata,West Bengal,Graduate,Self-Employed,1,107011,LOAN21888,Personal Loan,95000,36,8.63,3004,Wedding Expenses,2024-04-30,Approved,658,1,76432,0.74,76796,,On Time,0,0,0,
CUST11889,Anand Mishra,36,Male,Married,Delhi,Delhi,Post Graduate,Salaried,16,220710,LOAN21889,Personal Loan,183000,48,13.3,4936,Travel,2024-04-28,Approved,831,3,138294,0.65,225080,No,Late,5,1,575,47850
CUST11890,Priya More,39,Male,Single,Bangalore,Karnataka,Graduate,Self-Employed,17,229062,LOAN21890,Education Loan,425000,60,9.09,8840,Postgraduate Studies,2023-11-22,Approved,754,2,59104,0.3,501905,No,On Time,0,0,0,
CUST11891,Suresh Singh,38,Male,Married,Bangalore,Karnataka,Graduate,Salaried,16,30587,LOAN21891,Home Loan,1848000,180,17.87,29587,Home Purchase,2022-12-27,Approved,662,1,14137,1.43,1970303,No,Defaulted,4,1,708,803451
CUST11892,Rohit Sharma,21,Male,Single,Chennai,Tamil Nadu,Graduate,Salaried,0,69538,LOAN21892,Personal Loan,75000,36,12.5,2509,Medical Emergency,2024-11-23,Approved,685,2,151428,2.21,99078,No,Late,2,0,55,
CUST11893,Rakesh Mittal,30,Female,Single,Nagpur,Maharashtra,Graduate,Self-Employed,8,223242,LOAN21893,Business Loan,4578000,60,13.66,105716,Working Capital,2021-08-15,Approved,691,2,36616,0.64,4368836,,On Time,0,0,0,
CUST11894,Anand Bansal,37,Male,Divorced,Lucknow,Uttar Pradesh,Graduate,Salaried,13,211003,LOAN21894,Home Loan,4117000,120,17.94,74023,Home Construction,2020-06-24,Approved,667,2,80674,0.73,5127009,Yes,Late,1,0,33,
CUST11895,Rajesh Naidu,44,Male,Single,Mumbai,Maharashtra,Post Graduate,Salaried,24,108758,LOAN21895,Car Loan,876000,36,16.37,30957,Used Car Purchase,2022-07-17,Approved,779,1,23118,0.5,1202108,Yes,On Time,0,0,0,
CUST11896,Usha Menon,33,Male,Single,Chennai,Tamil Nadu,Graduate,Business Owner,11,62033,LOAN21896,Business Loan,3139000,60,8.88,64977,Working Capital,2022-07-26,Rejected,668,1,53007,1.9,3549196,Yes,,,,,
CUST11897,Rekha Jadhav,30,Male,Married,Mumbai,Maharashtra,Graduate,Salaried,7,218511,LOAN21897,Personal Loan,275000,48,10.42,7030,Debt Consolidation,2020-01-08,Approved,684,3,120309,0.58,240509,No,On Time,0,0,0,
CUST11898,Deepak Rao,36,Female,Married,Bangalore,Karnataka,Graduate,Salaried,12,82929,LOAN21898,Personal Loan,54000,48,7.69,1310,Wedding Expenses,2022-05-23,Approved,785,0,0,0.02,78743,Yes,On Time,0,0,0,
CUST11899,Ravi Patil,31,Female,Single,Pune,Maharashtra,Graduate,Salaried,12,56189,LOAN21899,Car Loan,375000,36,7.79,11714,Used Car Purchase,2023-08-11,Approved,762,1,53553,1.16,506536,Yes,On Time,0,0,0,
CUST11900,Abhishek Gupta,33,Male,Married,Bangalore,Karnataka,12th Pass,Business Owner,12,320425,LOAN21900,Personal Loan,354000,60,11.9,7856,Travel,2024-11-30,Approved,698,1,59620,0.21,440837,No,On Time,0,0,0,
CUST11901,Suresh Sharma,36,Male,Married,Lucknow,Uttar Pradesh,12th Pass,Salaried,13,166866,LOAN21901,Car Loan,1149000,36,7.78,35888,New Car Purchase,2024-12-31,Approved,730,1,69768,0.63,922359,,On Time,0,0,0,
CUST11902,Deepika Malhotra,29,Male,Married,Hyderabad,Telangana,Graduate,Business Owner,9,431164,LOAN21902,Business Loan,3099000,36,16.4,109564,Business Expansion,2022-06-28,Approved,691,4,316720,0.99,,No,Late,2,0,54,
CUST11903,Ajay Patel,38,Male,Single,Bangalore,Karnataka,Post Graduate,Salaried,18,208286,LOAN21903,Personal Loan,74000,24,17.64,3681,Travel,2021-08-09,Approved,731,1,48499,0.25,,No,Late,2,0,15,
CUST11904,Hemant Chavan,29,Male,Single,Lucknow,Uttar Pradesh,Below 10th,Salaried,10,46496,LOAN21904,Personal Loan,594000,36,14.8,20533,Debt Consolidation,2023-12-07,Rejected,762,2,109768,2.8,542459,No,,,,,
CUST11905,Swati Verma,24,Female,Married,Delhi,Delhi,Graduate,Business Owner,5,428621,LOAN21905,Education Loan,591000,84,10.18,9866,Undergraduate Studies,2024-11-29,Approved,719,2,34522,0.1,760210,Yes,On Time,0,0,0,
CUST11906,Girish Reddy,22,Male,Single,Surat,Gujarat,Post Graduate,Self-Employed,0,27346,LOAN21906,Business Loan,4506000,60,10.09,95938,Startup Funding,2021-03-19,Rejected,722,2,99544,7.15,5795299,Yes,,,,,
CUST11907,Pallavi Shah,45,Male,Married,Delhi,Delhi,12th Pass,Salaried,26,27232,LOAN21907,Business Loan,3427000,60,16.94,85059,Working Capital,2024-09-07,Approved,788,2,60220,5.33,4322122,Yes,On Time,0,0,0,
CUST11908,Jyoti Patil,39,Male,Married,Bangalore,Karnataka,Post Graduate,Self-Employed,19,79630,LOAN21908,Personal Loan,260000,12,17.34,23755,Debt Consolidation,2023-06-01,Approved,631,1,61185,1.07,214074,,On Time,0,0,0,
CUST11909,Hemant Nair,40,Male,Divorced,Ahmedabad,Gujarat,12th Pass,Salaried,20,199502,LOAN21909,Home Loan,2551000,120,17.19,44643,Home Purchase,2022-03-06,Approved,835,2,55716,0.5,2742939,No,On Time,0,0,0,
CUST11910,Sunita Shinde,24,Female,Married,Chennai,Tamil Nadu,Graduate,Business Owner,2,380673,LOAN21910,Personal Loan,470000,24,16.52,23129,Debt Consolidation,2020-02-01,Approved,623,1,23320,0.12,594002,Yes,Late,1,0,39,
CUST11911,Pallavi Patil,43,Male,Married,Bangalore,Karnataka,12th Pass,Business Owner,24,459535,LOAN21911,Personal Loan,188000,48,15.15,5246,Medical Emergency,2024-01-23,Approved,683,2,123578,0.28,248752,No,Late,1,0,22,
CUST11912,Abhishek Srivastava,31,Female,Married,Nagpur,Maharashtra,Graduate,Self-Employed,10,33147,LOAN21912,Business Loan,949000,24,8.03,42933,Business Expansion,2024-05-24,Rejected,527,0,0,1.3,1257322,,,,,,
CUST11913,Akash Naidu,34,Male,Married,Pune,Maharashtra,Graduate,Salaried,14,64426,LOAN21913,Business Loan,4356000,36,13.68,148201,Equipment Purchase,2024-04-28,Approved,532,1,77406,3.5,,No,On Time,0,0,0,
CUST11914,Priya Bhatia,37,Male,Married,Nagpur,Maharashtra,Post Graduate,Salaried,18,243157,LOAN21914,Car Loan,705000,84,16.89,14362,Used Car Purchase,2024-08-31,Approved,721,1,16715,0.13,902836,Yes,On Time,0,0,0,
CUST11915,Anil Tiwari,31,Male,Single,Lucknow,Uttar Pradesh,Graduate,Salaried,8,90868,LOAN21915,Business Loan,1117000,24,10.4,51750,Equipment Purchase,2022-12-19,Approved,661,0,0,0.57,1588684,No,On Time,0,0,0,
CUST11916,Smita Iyer,49,Male,Married,Hyderabad,Telangana,Below 10th,Self-Employed,30,238389,LOAN21916,Home Loan,5014000,120,14.16,78333,Home Purchase,2020-05-27,Approved,710,1,79508,0.66,7095564,,Late,2,0,53,
CUST11917,Mohan Desai,40,Male,Married,Ahmedabad,Gujarat,Post Graduate,Business Owner,19,396368,LOAN21917,Personal Loan,116000,24,16.61,5713,Wedding Expenses,2021-01-23,Approved,489,1,64193,0.18,102249,No,Defaulted,12,1,695,
CUST11918,Smita Saxena,31,Male,Married,Chennai,Tamil Nadu,Post Graduate,Salaried,9,66046,LOAN21918,Home Loan,1625000,180,9.12,16598,Home Renovation,2023-09-26,Approved,823,1,18876,0.54,2135121,No,Late,1,0,57,
CUST11919,Poonam Rao,53,Male,Married,Ahmedabad,Gujarat,Graduate,Self-Employed,29,54051,LOAN21919,Home Loan,2966000,300,17.27,43280,Home Purchase,2022-08-02,Approved,786,2,88166,2.43,3669631,No,On Time,0,0,0,
CUST11920,Lata Srivastava,28,Male,Married,Chennai,Tamil Nadu,Graduate,Business Owner,6,114098,LOAN21920,Personal Loan,320000,36,15.02,11096,Travel,2024-04-05,Approved,813,0,0,0.1,423326,Yes,On Time,0,0,0,
CUST11921,Rashmi Desai,28,Male,Married,Pune,Maharashtra,Graduate,Salaried,6,158877,LOAN21921,Business Loan,2366000,36,8.01,74152,Equipment Purchase,2020-02-19,Approved,588,3,234369,1.94,,Yes,Defaulted,8,1,698,1161392
CUST11922,Ajay Reddy,30,Male,Married,Surat,Gujarat,Graduate,Self-Employed,7,229735,LOAN21922,Personal Loan,554000,60,12.77,12540,Medical Emergency,2020-12-17,Approved,665,0,0,0.05,710043,,On Time,0,0,0,
CUST11923,Suresh Yadav,27,Male,Married,Pune,Maharashtra,Graduate,Self-Employed,6,150200,LOAN21923,Personal Loan,237000,48,11.85,6223,Medical Emergency,2021-03-19,Approved,812,2,58208,0.43,273996,,On Time,0,0,0,
CUST11924,Kavita Srivastava,51,Male,Married,Jaipur,Rajasthan,Below 10th,Salaried,31,162908,LOAN21924,Home Loan,5607000,300,15.97,76060,Home Renovation,2022-07-21,Approved,611,2,71266,0.9,5894650,No,Late,5,1,350,1316053
CUST11925,Amit Singh,36,Male,Married,Pune,Maharashtra,Graduate,Salaried,15,233456,LOAN21925,Car Loan,754000,72,18.09,17235,Used Car Purchase,2020-01-25,Approved,822,4,154512,0.74,827882,No,On Time,0,0,0,
CUST11926,Amol Joshi,22,Male,Married,Nagpur,Maharashtra,Graduate,Salaried,0,130444,LOAN21926,Personal Loan,632000,36,15.53,22072,Wedding Expenses,2021-02-24,Approved,670,2,74524,0.74,,,On Time,0,0,0,
CUST11927,Shruti Bhatia,57,Female,Married,Surat,Gujarat,12th Pass,Salaried,34,172321,LOAN21927,Education Loan,1312000,60,14.41,30807,Abroad Studies,2023-02-18,Approved,775,3,84780,0.67,1254560,Yes,Defaulted,10,1,624,185795
CUST11928,Aishwarya Agarwal,38,Female,Single,Delhi,Delhi,Below 10th,Salaried,19,44655,LOAN21928,Car Loan,1194000,60,15.89,28966,Used Car Purchase,2023-01-20,Approved,752,0,0,0.65,957431,No,Defaulted,7,1,231,270670
CUST11929,Meera Singh,44,Male,Single,Chennai,Tamil Nadu,Graduate,Self-Employed,25,184157,LOAN21929,Home Loan,7510000,180,12.89,94476,Home Renovation,2022-05-30,Approved,785,2,74876,0.92,7723081,Yes,On Time,0,0,0,
CUST11930,Meera Verma,49,Female,Married,Mumbai,Maharashtra,Graduate,Salaried,27,206428,LOAN21930,Personal Loan,134000,12,13.15,11977,Travel,2023-11-11,Approved,645,0,0,0.06,119283,No,Late,3,1,552,
CUST11931,Kiran Nair,21,Female,Divorced,Mumbai,Maharashtra,Below 10th,Self-Employed,0,234763,LOAN21931,Personal Loan,735000,60,10.04,15631,Wedding Expenses,2023-10-03,Approved,668,1,45614,0.26,1039296,Yes,On Time,0,0,0,
CUST11932,Pooja Desai,39,Male,Married,Chennai,Tamil Nadu,Below 10th,Business Owner,19,293176,LOAN21932,Car Loan,596000,84,7.83,9238,New Car Purchase,2024-11-19,Approved,731,2,128932,0.47,569048,No,On Time,0,0,0,
CUST11933,Priya Malhotra,42,Male,Single,Surat,Gujarat,Post Graduate,Self-Employed,23,215786,LOAN21933,Business Loan,3063000,24,10.24,141681,Business Expansion,2021-06-04,Approved,697,0,0,0.66,2992259,No,Late,10,1,94,
CUST11934,Yogesh More,45,Female,Married,Bangalore,Karnataka,Post Graduate,Business Owner,26,354329,LOAN21934,Home Loan,4279000,120,8.6,53282,Home Renovation,2023-09-05,Approved,719,1,22449,0.21,4319764,No,Late,1,0,19,
CUST11935,Amol Desai,42,Male,Single,Hyderabad,Telangana,Post Graduate,Salaried,18,67998,LOAN21935,Personal Loan,383000,12,14.7,34514,Debt Consolidation,2023-06-14,Approved,704,1,64486,1.46,,No,Late,8,1,471,85129
CUST11936,Ashok Mehta,24,Female,Married,Lucknow,Uttar Pradesh,Graduate,Salaried,4,103308,LOAN21936,Personal Loan,100000,36,13.04,3371,Wedding Expenses,2022-07-22,Approved,519,1,68334,0.69,96450,No,On Time,0,0,0,
CUST11937,Nikhil Kapoor,29,Female,Single,Chennai,Tamil Nadu,Graduate,Self-Employed,6,196412,LOAN21937,Car Loan,1012000,48,14.05,27679,New Car Purchase,2024-04-29,Approved,782,1,23960,0.26,,No,On Time,0,0,0,
CUST11938,Meera Choudhary,40,Male,Married,Nagpur,Maharashtra,Graduate,Self-Employed,19,142669,LOAN21938,Business Loan,4235000,36,11.92,140500,Working Capital,2020-06-17,Approved,817,0,0,0.98,5129824,No,On Time,0,0,0,
